Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
NC,Wade town,74.6,20.9,0.7,1.3,3.2
NC,Wadesboro town,35.6,60.7,0.2,1.4,1.8
NC,Wagram town,41,49.2,6.8,0.8,1
NC,Wake Forest town,77.3,15.3,0.4,2.9,5.6
NC,Wakulla CDP,12.4,1,86.7,0,3.8
NC,Walkertown town,76.9,17.5,0.3,0.6,5.6
NC,Wallace town,52,26,0.4,0.2,25.5
NC,Wallburg town,94.9,0.9,0.5,0.8,3.1
NC,Walnut Cove town,79.6,18.2,0.1,0.2,1.5
NC,Walnut Creek village,91.7,4.1,0.1,1.9,1.7
NC,Walstonburg town,67.1,30.1,0.5,0,4.6
NC,Wanchese CDP,95.9,0.2,0.2,0.2,4.4
NC,Warrenton town,54.6,40.8,0.8,0.2,3.4
NC,Warsaw town,33.5,53,0.4,0.3,16.9
NC,Washington,49,45.5,0.2,0.5,5.5
NC,Washington Park town,96.7,2.7,0.4,0,1.1
NC,Watha town,84.7,7.9,0.5,0,7.4
NC,Waves CDP,94,0,0,0,4.5
NC,Waxhaw town,82.1,11.2,0.1,2,6.4
NC,Waynesville town,92.4,2.4,0.6,0.4,5.7
NC,Weaverville town,95.2,0.9,0,0.4,2.1
NC,Webster town,94.8,1.7,0.6,0,1.7
NC,Weddington town,91.2,3.9,0.2,2.6,3
NC,Welcome CDP,92.2,3.7,0.2,1.4,3.6
NC,Weldon town,25.4,70.7,0.3,0.4,1.1
NC,Wendell town,58.1,30.2,0.8,0.9,11.5
NC,Wentworth town,82.5,14.4,0.1,0.3,3.6
NC,Wesley Chapel village,90.7,4.6,0.2,1.5,5
NC,West Canton CDP,97.8,0.5,0.4,0.1,1.4
NC,West Jefferson town,92.9,0.8,0.2,1,7
NC,West Marion CDP,92.5,4.5,0.4,0.5,3.3
NC,Westport CDP,95.1,2.7,0.1,0.8,1.7
NC,Whispering Pines village,95.5,1.3,0.2,1,2.9
NC,Whitakers town,25.5,70.2,0.3,0.5,2
NC,White Lake town,86.8,5.2,0.5,0.4,8.7
NC,White Oak CDP,58.3,31.7,0.3,0,10.7
NC,White Plains CDP,94,1,0.8,0.5,4.2
NC,Whiteville,53.2,41,1.3,0.8,3.3
NC,Whitsett town,91,6.8,0,0,2.9
NC,Wilkesboro town,81.5,8.9,0.2,3,7.3
NC,Williamston town,34.6,62.4,0.2,0.5,2.1
NC,Wilmington,73.5,19.9,0.5,1.2,6.1
NC,Wilson,42.9,47.9,0.3,1.2,9.4
NC,Wilson's Mills town,57,30.7,0.7,0.4,18.7
NC,Windsor town,32.8,62.6,0.7,2,1.1
NC,Winfall town,57.2,40.1,0.3,0.8,2
NC,Wingate town,60.6,28.8,0.4,0.9,12.4
NC,Winston-Salem,51.2,34.7,0.4,2,14.7
NC,Winterville town,62.8,31.6,0.3,2.1,3.3
NC,Winton town,25.9,70.1,2.3,0,1.2
NC,Woodfin town,87.3,4.9,0.6,0.9,8.7
NC,Woodland town,49.2,47.2,0.7,0.5,1.1
NC,Woodlawn CDP,75,18.6,0.8,0.3,4.2
NC,Wrightsboro CDP,59.9,33.6,0.8,0.4,5.6
NC,Wrightsville Beach town,97.9,0.3,0.2,0.6,1.1
NC,Yadkinville town,74.1,7,0.1,0.3,23.7
NC,Yanceyville town,39.2,54.4,0.5,0.4,3.6
NC,Youngsville town,69.3,25.1,0.3,0.8,4.8
NC,Zebulon town,47.3,38.6,0.5,1,15.9
ND,Abercrombie,98.5,0.4,0.8,0,0.4
ND,Adams,95.3,0,0,0,8.7
ND,Alamo,86,0,0,0,12.3
ND,Alexander,91.5,1.8,4.9,0,4.9
ND,Alice,100,0,0,0,0
ND,Almont,100,0,0,0,0
ND,Alsen,100,0,0,0,0
ND,Ambrose,100,0,0,0,0
ND,Amenia,92.6,0,3.2,0,0
ND,Amidon,100,0,0,0,0
ND,Anamoose,99.6,0,0.4,0,0
ND,Aneta,96.8,0,0.9,0,0.9
ND,Antler,96.3,0,3.7,0,3.7
ND,Ardoch,91,0,0,0,44.8
ND,Argusville,97.9,0.2,1.5,0,0
ND,Arnegard,97.4,0,0.9,0,1.7
ND,Arthur,98.5,0,0,0,0.6
ND,Ashley,97.3,0.1,0.1,0.7,0.4
ND,Auburn CDP,100,0,0,0,6.3
ND,Ayr,100,0,0,0,0
ND,Balfour,96.2,0,3.8,0,3.8
ND,Balta,100,0,0,0,0
ND,Bantry,100,0,0,0,0
ND,Barney,98.1,0,0,0,0
ND,Barton CDP,100,0,0,0,0
ND,Bathgate,95.3,0,4.7,0,2.3
ND,Beach,97.4,0.6,0.4,0.1,2.2
ND,Belcourt CDP,2.6,0.2,95.8,0.1,1.4
ND,Belfield,97.3,0,0.9,0.9,1.9
ND,Benedict,95.5,1.5,0,0,3
ND,Bergen,100,0,0,0,0
ND,Berlin,88.2,0,0,11.8,0
ND,Berthold,98.7,0.2,0,0,1.8
ND,Beulah,94.8,0.2,2.3,0.3,2.3
ND,Binford,100,0,0,0,0.5
ND,Bisbee,96,0,4,0,0.8
ND,Bismarck,92.4,0.7,4.5,0.6,1.3
ND,Blanchard CDP,88.5,0,11.5,0,0
ND,Bottineau,92.4,0.7,4.1,0.5,1.4
ND,Bowbells,96.4,0,0.6,2.7,0.6
ND,Bowdon,99.2,0,0.8,0,1.5
ND,Bowman,97.7,0,0.2,0.1,3.9
ND,Braddock,95.2,0,0,0,0
ND,Briarwood,95.9,0,0,4.1,0
ND,Brinsmade,100,0,0,0,0
ND,Brocket,100,0,0,0,0
ND,Brooktree Park CDP,95,0,0,1.3,0
ND,Buchanan,100,0,0,0,0
ND,Bucyrus,100,0,0,0,0
ND,Buffalo,92.6,0.5,1.6,0.5,0
ND,Burlington,94.2,0.1,2.7,0.2,2.1
ND,Butte,100,0,0,0,0
ND,Buxton,99.4,0.3,0.3,0,0.9
ND,Caledonia CDP,100,0,0,0,0
ND,Calio,100,0,0,0,0
ND,Calvin,100,0,0,0,0
ND,Cando,96.1,0.2,2.3,0,0.5
ND,Cannon Ball CDP,4.8,0.1,92.9,0,1.4
ND,Canton,97.8,0,0,0,0
ND,Carpio,99.4,0,0.6,0,0
ND,Carrington,98.1,0.1,0.7,0.1,0.7
ND,Carson,99.3,0,0.3,0,0.7
ND,Casselton,97.3,0.1,0.9,0.1,2.4
ND,Cathay,97.7,0,2.3,0,0
ND,Cavalier,95.4,0,2.2,0.2,2.7
ND,Cayuga,100,0,0,0,0
ND,Center,96,0.5,3.2,0,1.9
ND,Christine,98,0,0,1.3,2.7
ND,Churchs Ferry,100,0,0,0,0
ND,Cleveland,100,0,0,0,0
ND,Clifford,100,0,0,0,0
ND,Cogswell,94.9,0,5.1,0,0
ND,Coleharbor,96.2,0,0,0,5.1
ND,Colfax,100,0,0,0,0
ND,Columbus,95.5,1.5,0,2.3,0
ND,Conway,100,0,0,0,0
ND,Cooperstown,99.2,0.2,0.1,0.4,0.3
ND,Courtenay,100,0,0,0,0
ND,Crary,95.1,0,4.2,0,2.1
ND,Crosby,98.1,0.3,0.5,0.3,1.9
ND,Crystal,93.5,0,1.4,0,5.8
ND,Dahlen CDP,100,0,0,0,5.6
ND,Davenport,92.9,0,0.4,0,10.7
ND,Dawson,100,0,0,0,8.2
ND,Dazey,98.1,0,0,0,1.9
ND,Deering,92.9,0,0,3.1,2
ND,De Lamere CDP,93.3,0,0,3.3,13.3
ND,Denhoff CDP,100,0,0,0,0
ND,Des Lacs,96.6,0,2,0,0.5
ND,Devils Lake,82.9,0.5,12.5,0.4,1.3
ND,Dickey,100,0,0,0,0
ND,Dickinson,94.2,1,1.2,1.5,2.1
ND,Dodge,89.7,0,9.2,0,1.1
ND,Donnybrook,96.6,0,0,0,0
ND,Douglas,95.3,0,3.1,0,3.1
ND,Drake,97.8,0,0.4,0,2.5
ND,Drayton,98.3,0.4,0.6,0,1.5
ND,Driscoll CDP,96.3,0,3.7,0,1.2
ND,Dunn Center,93.8,0,1.4,0,1.4
ND,Dunseith,15,0.9,79.6,0,2.2
ND,Dwight,100,0,0,0,0
ND,East Dunseith CDP,1,0.2,98.6,0,1.6
ND,East Fairview CDP,94.7,0,2.6,0,0
ND,Edgeley,99.5,0,0,0.2,1.2
ND,Edinburg,95.4,0,0,0.5,2.6
ND,Edmore,96.7,0,1.6,0,0.5
ND,Egeland,89.3,0,10.7,0,0
ND,Elgin,98.3,0,0.9,0,0.2
ND,Ellendale,94.5,1.2,1.7,0.2,1.2
ND,Elliott,92,0,0,4,0
ND,Embden CDP,100,0,0,0,0
ND,Emerado,80.2,4.6,7,1.9,7.2
ND,Enderlin,98.6,0.2,0.8,0.1,2.4
ND,Englevale CDP,100,0,0,0,0
ND,Epping,81,0,11,5,0
ND,Erie CDP,98,0,2,0,0
ND,Esmond,99,0,1,0,0
ND,Fairdale,92.1,0,0,2.6,5.3
ND,Fairmount,94,0.3,1.6,0.3,2.7
ND,Fargo,90.2,2.7,1.4,3,2.2
ND,Fessenden,98.7,0.2,0.2,0,0
ND,Fingal,96.9,1,2.1,0,0
ND,Finley,95.7,0.2,2.2,0,0.7
ND,Flasher,97.8,0,0.4,0.4,0
ND,Flaxton,100,0,0,0,18.2
ND,Forbes,100,0,0,0,0
ND,Fordville,94.3,0,0.5,0.5,7.5
ND,Forest River,99.2,0,0,0,16
ND,Forman,98.6,0.2,0.2,0,1.2
ND,Fort Ransom,100,0,0,0,2.6
ND,Fort Totten CDP,1,0,98.1,0,1
ND,Fortuna,95.5,0,0,0,4.5
ND,Fort Yates,5.4,0,92.4,0,2.2
ND,Four Bears Village CDP,2.1,0,96.3,0.2,1.9
ND,Foxholm CDP,100,0,0,0,0
ND,Fredonia,100,0,0,0,0
ND,Frontier,98.6,0.9,0,0,0.5
ND,Fullerton,98.1,0,0,0,1.9
ND,Gackle,97.1,0.3,1,1,0.6
ND,Galesburg,98.1,0,1.9,0,0
ND,Gardena,100,0,0,0,0
ND,Gardner,100,0,0,0,2.7
ND,Garrison,93.3,0.1,4.5,0.1,2.1
ND,Gascoyne,100,0,0,0,0
ND,Gilby,94.5,0,0,0,7.6
ND,Gladstone,96.2,0,0,0.4,1.3
ND,Glenburn,95.3,0,0.3,0.8,2.1
ND,Glenfield,100,0,0,0,0
ND,Glen Ullin,97.3,0,0.5,0.2,0.4
ND,Golden Valley,97.3,0,1.1,1.1,1.6
ND,Golva,100,0,0,0,0
ND,Goodrich,98,0,2,0,0
ND,Grace,98.4,0,1.6,0,0
ND,Grafton,89.2,0.4,2.8,0.4,14.1
ND,Grand Forks,89.7,2,2.9,2.2,2.8
ND,Grand Forks AFB CDP,77.1,10.2,0.5,2.8,10
ND,Grandin,95.4,0,1.7,0,2.3
ND,Grano,100,0,0,0,0
ND,Granville,97.1,0,1.2,0.4,3.3
ND,Great Bend,100,0,0,0,0
ND,Green Acres CDP,3.5,0.2,95,0,2.1
ND,Grenora,97.5,0.4,0.8,0,4.5
ND,Gwinner,97.3,0,0.8,0.5,2
ND,Hague,100,0,0,0,1.4
ND,Halliday,90.4,0.5,5.9,1.6,0.5
ND,Hamberg,100,0,0,0,0
ND,Hamilton,100,0,0,0,0
ND,Hampden,97.9,0,0,0,0
ND,Hankinson,93.8,0,3.7,0,2.8
ND,Hannaford,97.7,0,2.3,0,0
ND,Hannah,100,0,0,0,0
ND,Hansboro,100,0,0,0,0
ND,Harmon CDP,99.3,0,0.7,0,0
ND,Harvey,98.5,0.1,0.6,0,1
ND,Harwood,98.6,0.1,0.8,0,0.1
ND,Hatton,97.6,0,0.4,0.1,2.1
ND,Havana,97.2,0,0,0,1.4
ND,Haynes,78.3,0,21.7,0,0
ND,Hazelton,97.4,0,2.1,0,1.7
ND,Hazen,96.6,0.4,1.8,0.3,1.2
ND,Hebron,96.5,0,0.7,0.1,1.9
ND,Heil CDP,100,0,0,0,0
ND,Heimdal CDP,100,0,0,0,0
ND,Hettinger,97.4,0.2,0.7,0.7,0.9
ND,Hillsboro,93.9,0.1,1.5,0.6,5.5
ND,Hoople,93,0,0,0,9.1
ND,Hope,100,0,0,0,0
ND,Horace,97.1,0.5,1.4,0.2,0.9
ND,Hunter,97.7,0,0,0,0
ND,Hurdsfield,100,0,0,0,0
ND,Inkster,90,0,4,0,0
ND,Jamestown,94.6,0.8,1.8,0.6,2.1
ND,Jessie CDP,84,16,0,0,0
ND,Jud,97.2,0,0,0,0
ND,Karlsruhe,100,0,0,0,0
ND,Kathryn,100,0,0,0,0
ND,Kenmare,95.9,0.2,0.6,0.7,2.6
ND,Kensal,100,0,0,0,0
ND,Kief,100,0,0,0,0
ND,Killdeer,93.3,0.1,3.6,0.4,0.9
ND,Kindred,96,0.1,0.7,0,1.4
ND,Knox,100,0,0,0,0
ND,Kramer,100,0,0,0,0
ND,Kulm,97.7,0,0.3,0,4.5
ND,Lakota,96.7,0.3,1.9,0,0
ND,LaMoure,98.2,0,1.2,0,0.4
ND,Landa,100,0,0,0,0
ND,Langdon,97.2,0.2,0.7,0.2,0.8
ND,Lankin,93.9,0,2,1,1
ND,Lansford,96.7,1.2,0.4,0,3.7
ND,Larimore,92.3,0.8,1.6,0.4,4.2
ND,Larson CDP,100,0,0,0,0
ND,Lawton,100,0,0,0,0
ND,Leal,95,0,0,0,0
ND,Leeds,97.4,0,1.4,0,0.9
ND,Lehr,100,0,0,0,0
ND,Leith,93.8,6.3,0,0,0
ND,Leonard,97.8,0,1.3,0,2.2
ND,Lidgerwood,97.5,0,2,0,0.9
ND,Lignite,96.1,0,2.6,0.6,4.5
ND,Lincoln,94.6,0.9,2,0.1,0.5
ND,Linton,98.2,0.1,0.2,0.3,0.5
ND,Lisbon,97,0.5,0.5,0.6,1.3
ND,Litchville,94.8,0.6,0.6,0,0.6
ND,Logan CDP,97.4,0,0,0,0.5
ND,Loma,100,0,0,0,0
ND,Loraine,100,0,0,0,0
ND,Ludden,100,0,0,0,0
ND,Luverne,90.3,0,6.5,0,0
ND,McClusky,91.8,0.5,2.9,0,2.1
ND,McHenry,98.2,0,0,0,1.8
ND,McLeod CDP,100,0,0,0,0
ND,McVille,98.3,0.3,0,0,0.3
ND,Maddock,95.5,0.3,3.1,0.3,1.6
ND,Makoti,95.5,0,0,0,1.3
ND,Mandan,91.7,0.6,4.9,0.2,1.8
ND,Mandaree CDP,3,0,96.1,0,7.2
ND,Manning CDP,98.6,0,0,0,0
ND,Mantador,92.2,0,3.1,1.6,0
ND,Manvel,99.2,0,0.3,0,0.8
ND,Mapleton,94.4,3.4,0.4,0,3.5
ND,Marion,98.5,0,0,0,0
ND,Marmarth,89.7,0,9.6,0,8.1
ND,Martin,100,0,0,0,0
ND,Max,94.3,0,2.7,0,0.3
ND,Maxbass,89.3,0,1.2,0,1.2
ND,Mayville,94.2,1.8,0.6,0.2,2
ND,Medina,96.4,0,0,0.3,0.6
ND,Medora,93.8,0,1.8,3.6,0
ND,Menoken CDP,100,0,0,0,4.3
ND,Mercer,97.9,0,0,1.1,0
ND,Michigan,96.9,0,1.7,0,1
ND,Milnor,98.6,0,0.5,0,0.2
ND,Milton,96.6,0,3.4,0,0
ND,Minnewaukan,84.8,0,11.2,0,1.3
ND,Minot,90.2,2.3,3.2,0.9,2.7
ND,Minot AFB CDP,76.8,9.9,0.8,2.8,9.9
ND,Minto,95.9,0.3,0.2,0,15.7
ND,Mohall,97.1,0.3,1.1,0.1,1.3
ND,Monango,86.1,0,0,0,0
ND,Montpelier,100,0,0,0,0
ND,Mooreton,93.9,0,3.6,0.5,0
ND,Mott,97.9,0,0.4,0,0
ND,Mountain,97.8,0,1.1,0,1.1
ND,Munich,99.5,0,0,0,0
ND,Mylo,95,0,5,0,0
ND,Napoleon,98.4,0.1,0.6,0,1
ND,Nash CDP,93.8,0,0,0,28.1
ND,Neche,99.5,0,0,0,1.9
ND,Nekoma,100,0,0,0,0
ND,Newburg,91.8,0,0,0,9.1
ND,New England,90.8,1,6,0.2,0.5
ND,New Leipzig,97.3,0,0.9,0,0
ND,New Rockford,95.7,0.1,1.7,0.4,2.9
ND,New Salem,96.4,0,2.3,0.1,1.2
ND,New Town,17.8,0.2,76.4,0.1,4.3
ND,Niagara,98.1,0,0,0,1.9
ND,Nome,100,0,0,0,0
ND,Noonan,95.9,0,1.7,1.7,0.8
ND,North River,100,0,0,0,0
ND,Northwood,98,0.1,0.1,0.2,0.4
ND,Oakes,96.1,0.5,0.3,0.8,3.8
ND,Oberon,62.9,0,31.4,0,9.5
ND,Oriska,94.9,0,0,0,4.2
ND,Orrin CDP,77.3,22.7,0,0,0
ND,Osnabrock,96.3,0,2.2,0,0.7
ND,Overly,83.3,0,16.7,0,0
ND,Oxbow,100,0,0,0,2.6
ND,Page,98.7,0,0,0.4,7.8
ND,Palermo,95.9,1.4,1.4,0,1.4
ND,Park River,97,0,1.3,0.2,2.4
ND,Parshall,30.6,0.3,62.7,0,6.5
ND,Pekin,92.9,0,0,0,7.1
ND,Pembina,94.1,0.5,0.3,1,1.4
ND,Perth,100,0,0,0,0
ND,Petersburg,97.4,0.5,1,0.5,2.6
ND,Pettibone,98.6,0,0,0,2.9
ND,Pick,99.2,0,0.8,0,0.8
ND,Pillsbury,100,0,0,0,0
ND,Pingree,98.3,0,0,0,5
ND,Pisek,93.4,0,4.7,0,2.8
ND,Plaza,93,0,1.8,0,6.4
ND,Porcupine CDP,0,0,96.6,0,3.4
ND,Portal,96,0.8,2.4,0,4
ND,Portland,95,0.7,1.5,0.5,2.6
ND,Powers Lake,98.2,0,1.1,0.4,1.1
ND,Prairie Rose,100,0,0,0,0
ND,Raleigh CDP,91.7,0,8.3,0,0
ND,Ray,95.9,0,2.5,0.3,1
ND,Reeder,95.7,0.6,1.2,0,1.2
ND,Regan,95.3,0,0,0,0
ND,Regent,97.5,0,1.9,0,0
ND,Reile's Acres,98.4,0.2,0.2,0.8,0.8
ND,Reynolds,97.7,0.7,1,0.7,2.3
ND,Rhame,98.2,0,0,0,0
ND,Richardton,98.3,0,0.8,0.2,2.3
ND,Riverdale,94.6,0,2.9,2,0
ND,Robinson,100,0,0,0,0
ND,Rocklake,95,0,5,0,0
ND,Rogers,100,0,0,0,0
ND,Rolette,56.9,0.2,37.9,0,1
ND,Rolla,54.1,0.1,40.9,0.6,1.8
ND,Ross,94.8,0,4.1,0,2.1
ND,Rugby,91.9,0.3,5.8,0,1.3
ND,Ruso,100,0,0,0,0
ND,Ruthville CDP,84.3,0.5,8.9,1,3.1
ND,Rutland,97.5,0,1.2,0.6,0
ND,Ryder,96.5,0,3.5,0,0
ND,St. John,23.2,0.3,66,1.2,0.9
ND,St. Thomas,94.6,0,0.6,0,19.6
ND,Sanborn,99,0,0,0,0
ND,Sarles,96.4,0,3.6,0,0
ND,Sawyer,96.6,0.3,1.1,0.3,0.8
ND,Scranton,96.1,0,3.2,0,0.7
ND,Selfridge,33.1,0.6,58.1,1.3,2.5
ND,Selz CDP,97.8,0,0,2.2,0
ND,Sentinel Butte,100,0,0,0,0
ND,Sharon,93.8,0,6.3,0,0
ND,Sheldon,94.8,0,1.7,0,0
ND,Shell Valley CDP,1.8,0,97.8,0,0.3
ND,Sherwood,99.2,0,0,0,0.4
ND,Sheyenne,81.4,1,14.7,0,1
ND,Sibley,96.7,0,3.3,0,0
ND,Solen,36.1,0,51.8,0,0
ND,Souris,96.6,0,1.7,0,0
ND,South Heart,99,0,0,0,0.7
ND,Spiritwood CDP,100,0,0,0,0
ND,Spiritwood Lake,100,0,0,0,0
ND,Springbrook,100,0,0,0,0
ND,Stanley,97.4,0.2,0.5,0.5,3.9
ND,Stanton,97.3,0,0.3,0.3,0.3
ND,Starkweather,86.3,0,9.4,0,3.4
ND,Steele,95.9,0.7,0.3,2.1,1.5
ND,Strasburg,99.8,0,0,0,0.2
ND,Streeter,97.1,0,0,2.4,0
ND,Surrey,95.3,0.6,1.3,0.3,1.4
ND,Sutton CDP,94.1,5.9,0,0,0
ND,Sykeston,98.3,0,0,0.9,0
ND,Tappen,97,0.5,0,0,2.5
ND,Taylor,98.6,0,0.7,0,0.7
ND,Thompson,98.1,0.3,1,0.1,0.9
ND,Tioga,96.9,0.1,0.5,0.6,0.7
ND,Tolley,100,0,0,0,0
ND,Tolna,97,0,1.8,0,0
ND,Tower,97.6,0,1.6,0,0
ND,Towner,96.6,0,1.9,0,5.3
ND,Turtle Lake,95.5,0.3,2.1,0.2,0.2
ND,Tuttle,100,0,0,0,0
ND,Underwood,95.5,0.3,1.8,0,0.6
ND,Upham,96.2,0.8,0.8,0.8,0
ND,Valley,95.2,1.2,0.7,0.8,1.5
ND,Velva,98.7,0,0.4,0.1,1.4
ND,Venturia,100,0,0,0,0
ND,Verona,97.6,0,1.2,0,0
ND,Voltaire,95,2.5,0,0,0
ND,Wahpeton,92.6,1.3,3.1,0.8,2
ND,Walcott,96.6,0.9,0,0,2.6
ND,Wales,90.3,0,0,0,0
ND,Walhalla,88.3,0.1,8.7,0,1.7
ND,Warwick,56.9,0,40,0,3.1
ND,Washburn,98,0.1,0.6,0,1.1
ND,Watford,93.6,0.1,3.4,0.7,1.9
ND,West Fargo,93.5,2,1,1.4,1.8
ND,Westhope,95.1,0,1.2,0.2,0.5
ND,Wheatland CDP,98.5,0,1.5,0,0
ND,White Earth,97.5,2.5,0,0,5
ND,White Shield CDP,2.1,0,96.7,0,5.4
ND,Wildrose,96.4,0,2.7,0,4.5
ND,Williston,92.6,0.3,3.3,0.3,2.2
ND,Willow,95.1,0.6,2.5,0,0.6
ND,Wilton,96.3,0,2.1,0.1,1.3
ND,Wimbledon,97.2,0,0,0,0.5
ND,Wing,94.1,0,2.6,0,0.7
ND,Wishek,98.3,0,0.9,0.1,3.1
ND,Wolford,100,0,0,0,0
ND,Woodworth,92,0,8,0,0
ND,Wyndmere,95.6,0,0.2,0.2,6.1
ND,York,87,0,0,0,0
ND,Ypsilanti CDP,97.1,0,0,0,3.8
ND,Zap,91.6,0,3,1.3,0.4
ND,Zeeland,98.8,0,1.2,0,1.2
OH,Aberdeen village,96.2,1.8,0.1,0.2,0.9
OH,Ada village,93.5,1.9,0.1,1.9,1.6
OH,Adamsville village,99.1,0,0,0,0
OH,Addyston village,89.7,5.7,0.2,0.2,1.9
OH,Adelphi village,95,1.6,0,0.3,0
OH,Adena village,97.9,0.3,0,0,0.4
OH,Akron,62.2,31.5,0.2,2.1,2.1
OH,Albany village,98.3,0.1,0.1,0.7,1.6
OH,Alexandria village,98.5,0,0.6,0,1.2
OH,Alger village,97.2,0.2,0.5,0.1,1.2
OH,Alliance,84.6,10.5,0.2,0.8,1.9
OH,Alvordton CDP,95.9,2.8,0,0,1.8
OH,Amanda village,96.6,0.9,0,0,1.4
OH,Amberley village,85.7,9.5,0.1,3,1.3
OH,Amelia village,95.1,1.6,0.3,0.7,1.9
OH,Amesville village,88.3,3.2,0.6,4.5,2.6
OH,Amherst,95.7,0.7,0.2,0.7,5.3
OH,Amsterdam village,99,0,0.2,0.2,1
OH,Andersonville CDP,96.3,1.9,0,0.4,1.7
OH,Andover village,95.5,2.8,0.3,0.1,1.7
OH,Anna village,97.4,0.4,0.4,0.2,0.6
OH,Ansonia village,98.8,0,0.3,0.2,1.6
OH,Antioch village,97.7,1.2,0,0,0
OH,Antwerp village,96.6,0.7,0.1,0.1,4.8
OH,Apple Creek village,97.7,0.3,0.3,0.7,3.7
OH,Apple Valley CDP,96.9,1.1,0.3,0.6,1.4
OH,Aquilla village,97.9,0,0,0.3,0
OH,Arcadia village,96.1,1.4,0.2,0.2,3.1
OH,Arcanum village,98.8,0.1,0,0.2,0.3
OH,Archbold village,90.5,0.5,0.5,0.9,16.8
OH,Arlington village,98.9,0.3,0.1,0.1,0.8
OH,Arlington Heights village,80.7,14.8,0,0.4,0.9
OH,Ashland,95.8,1.4,0.1,1,1.2
OH,Ashley village,97.2,0.5,0.1,0.2,1.5
OH,Ashtabula,82,8.9,0.4,0.3,9.3
OH,Ashville village,96.7,1,0.4,0.3,1.4
OH,Athalia village,97.9,0.8,0.8,0.3,2.1
OH,Athens,86.4,4.4,0.2,6.1,2.4
OH,Attica village,96.3,0.8,0,0,1.3
OH,Atwater CDP,97.8,1.1,0,0.1,1.2
OH,Aurora,93.9,3,0.1,1.9,1.3
OH,Austinburg CDP,97.5,0.8,0.6,0.4,1.4
OH,Austintown CDP,89.9,6.9,0.2,0.6,2.7
OH,Avon,92.4,2.3,0.1,3.1,3.4
OH,Avon Lake,95.7,1.1,0.1,1.3,2.4
OH,Bailey Lakes village,97,1.6,0,0,0.3
OH,Bainbridge CDP,96.3,1.5,0.1,0.6,0.9
OH,Bainbridge village,96.4,0.8,0.2,0,0.6
OH,Bairdstown village,93.8,0,0,0,3.8
OH,Ballville CDP,95.1,1.4,0.1,0.5,3.9
OH,Baltic village,98.5,0.6,0,0.1,0.3
OH,Baltimore village,97.5,0.3,0,0.5,0.5
OH,Bannock CDP,100,0,0,0,0
OH,Barberton,90.8,5.9,0.3,0.3,1.4
OH,Barnesville village,97,0.9,0.1,0.3,0.6
OH,Barnhill village,98.2,0.8,0.5,0,1.5
OH,Bascom CDP,99.5,0,0,0,1.8
OH,Batavia village,93.6,3.4,0.5,0.6,0.9
OH,Batesville village,95.8,1.4,0,0,0
OH,Bay View village,96.8,0.3,0.9,0.8,0.5
OH,Bay Village,97,0.5,0.1,0.9,1.6
OH,Beach village,97.6,0.4,0.2,0,0.8
OH,Beachwood,77.3,13.7,0,7.4,1.9
OH,Beallsville village,97.8,0,0,0,0
OH,Beaver village,94.7,0,0,0,2.2
OH,Beavercreek,88.5,2.5,0.2,5.9,2.6
OH,Beaverdam village,96.9,0.5,0.3,0.3,1.3
OH,Beckett Ridge CDP,81.9,8.7,0.2,6.6,3
OH,Bedford,53.9,41.9,0.2,0.9,2
OH,Bedford Heights,18.7,76.9,0.1,1.2,2.6
OH,Beechwood Trails CDP,95.7,2,0.3,0.6,1.2
OH,Bellaire village,91.9,5.5,0.3,0.2,0.8
OH,Bellbrook,96,1.3,0.3,0.7,2.1
OH,Belle Center village,98.2,0.1,0.1,0.2,0.6
OH,Bellefontaine,90.1,4.3,0.2,1.2,1.9
OH,Belle Valley village,97.3,0,0,0,0.4
OH,Bellevue,96.3,0.6,0.2,0.2,3.2
OH,Bellville village,97.7,0.5,0.2,0.1,0.5
OH,Belmont village,97.4,0.4,1.3,0,0.2
OH,Belmore village,71.3,0,0.7,0,29.4
OH,Beloit village,97.3,0.3,0.1,0.4,0.3
OH,Belpre,94.7,2.1,0.2,0.4,0.8
OH,Bentleyville village,95,0.7,0,2.8,0.6
OH,Benton Ridge village,95.7,0,0.7,0,2
OH,Bentonville CDP,99.7,0,0.3,0,0.7
OH,Berea,88.8,6.6,0.2,1.5,2.8
OH,Bergholz village,98.2,0.8,0.3,0.2,0.2
OH,Berkey village,99.2,0,0,0.8,1.3
OH,Berlin CDP,98,0.4,0.1,0.7,0.9
OH,Berlin Heights village,96.8,0.7,0.1,0.1,1.4
OH,Bethel village,97.3,0.4,0.1,0.1,1
OH,Bethesda village,96.6,0.3,0.1,0.2,0.2
OH,Bettsville village,97.3,0,0.2,1.2,8.3
OH,Beulah Beach CDP,96.2,0,0,1.9,3.8
OH,Beverly village,97.2,0.3,0,0.2,0.5
OH,Bexley,89.6,5.9,0.1,1.5,1.8
OH,Blacklick Estates CDP,73.5,19.6,0.2,1.3,3.2
OH,Bladensburg CDP,99.5,0,0,0,1
OH,Blakeslee village,100,0,0,0,0
OH,Blanchester village,97.8,0.4,0.3,0.3,0.4
OH,Bloomdale village,98.1,0,0,0.3,2.7
OH,Bloomingburg village,88.6,3.1,0.6,0,6.9
OH,Bloomingdale village,98,0.5,0.5,0,0
OH,Bloomville village,97.4,0.2,0.1,0,2.1
OH,Blue Ash,79.9,6.5,0.2,10.6,2.5
